Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0256-neutralizing_gas-0001|data.Desc		The Pokémon neutralizes abilities when attacked.	Solange ein Pokémon mit der Fähigkeit Reaktionsgas am Kampf beteiligt ist, werden die Fähigkeiten aller anderen Pokémon unterdrückt oder aufgehoben.	Anula los efectos de las habilidades de los demás Pokémon presentes mientras esté en el terreno de combate.	特性为化学变化气体的宝可梦在场时， 场上所有宝可梦的 特性效果都会消失或者无法生效。	Si un Pokémon avec Gaz Inhibiteur est sur le terrain, les effets des talents de tous les autres Pokémon sont annulés.	Se in campo c’è un Pokémon con Gas Reagente, gli effetti delle abilità di tutti gli altri Pokémon vengono annullati o non si attivano.	화학변화가스를 가진 포켓몬이 배틀에 나와 있으면 모든 포켓몬이 가진 특성의 효과가 사라지거나 발동하지 않게 된다.	かがくへんかガスの　ポケモンが　ばにいると すべての　ポケモンの　とくせいの こうかが　きえたり　はつどう　しなくなる。	かがくへんかガスの　ポケモンが　場にいると すべての　ポケモンの　特性の 効果が　消えたり　発動　しなくなる。	當場上有特性是化學變化氣體的寶可夢時， 所有寶可夢的特性效果 都會消失或無法發動。
0257-pastel_veil-0000|data.Name		Pastel Veil	Pastellhülle	Velo Pastel	粉彩护幕	Voile Pastel	Pastelvelo	파스텔베일	パステルベール	パステルベール	粉彩護幕
0257-pastel_veil-0001|data.Desc		Protects the Pokémon and its ally Pokémon from being poisoned.	Schützt das Pokémon und seine Mitstreiter vor Vergiftung.	Se protege a sí mismo y a sus aliados del envenenamiento.	自己和同伴都不会 陷入中毒的异常状态。	Protège le Pokémon et ses alliés contre toutes les altérations de statut liées à l’empoisonnement.	Protegge il Pokémon e gli alleati dai problemi di stato causati dal veleno.	자신과 같은 편이 독의 상태 이상 효과를 받지 않게 된다.	じぶんも　みかたも どくの　じょうたいいじょうを うけなくなる。	自分も　味方も どくの　状態異常を 受けなくなる。	自己和我方同伴都不會 陷入中毒的異常狀態。
0258-hunger_switch-0000|data.Name		Hunger Switch	Heißhunger	Mutapetito	饱了又饿	Déclic Fringale	Pancialterna	꼬르륵스위치	はらぺこスイッチ	はらぺこスイッチ	飽了又餓
0258-hunger_switch-0001|data.Desc		The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.	Das Pokémon ändert zum Ende jeder Runde seine Form und wechselt somit zwischen dem Pappsatt- und dem Kohldampfmuster.	Alterna entre su Forma Saciada y Forma Voraz al final de cada turno.	每回合结束时会在 满腹花纹与空腹花纹之间 交替改变样子。	À la fin de chaque tour, le Pokémon alterne entre ses formes Mode Rassasié et Mode Affamé.	Alla fine di ogni turno cambia forma, alternando tra Motivo Panciapiena e Motivo Panciavuota.	턴이 끝날 때마다 배부른 모양, 배고픈 모양, 배부른 모양...으로 번갈아서 모습을 바꾼다.	ターンの　おわりに　まんぷくもよう はらぺこもよう　まんぷくもよう……と こうごに　すがたを　かえる。	ターンの　終わりに　まんぷくもよう はらぺこもよう　まんぷくもよう……と 交互に　姿を　変える。	在每個回合結束時， 會在滿腹花紋和空腹花紋之間 交替改變樣子。
0259-quick_draw-0000|data.Name		Quick Draw	Schnellschuss	Mano Rápida	速击	Tir Vif	Colpolesto	퀵드로	クイックドロウ	クイックドロウ	速擊
0259-quick_draw-0001|data.Desc		Enables the Pokémon to move first occasionally.	Ermöglicht dem Pokémon gelegentlich den Erstschlag.	A veces, puede atacar el primero.	有时能比对手先一步行动。	Permet parfois au Pokémon d’agir en premier.	A volte permette al Pokémon di agire per primo.	상대보다 먼저 행동할 수도 있다.	あいてより　さきに こうどう　できることが　ある。	相手より　先に 行動できることが　ある。	有時能比對手先一步行動。
0260-unseen_fist-0000|data.Name		Unseen Fist	Verborgene Faust	Puño Invisible	无形拳	Poing Invisible	Pugni Invisibili	보이지않는주먹	ふかしのこぶし	ふかしのこぶし	無形拳
0260-unseen_fist-0001|data.Desc		If the Pokémon uses moves that make direct contact, it can attack the target even if the target protects itself.	Wenn das Pokémon eine direkte Attacke einsetzt, trifft diese auch dann, wenn sich das Ziel selbst schützt.	Si usa un movimiento de contacto, puede infligir daño al objetivo aunque este se proteja.	如果使出的是接触到对手的招式， 就可以无视守护效果进行攻击。	Si le Pokémon utilise une attaque directe, celle-ci pourra passer outre les protections de la cible.	Quando il Pokémon utilizza un attacco diretto, gli effetti di mosse protettive vengono ignorati.	상대에게 접촉하는 기술을 사용하면 방어의 효과를 무시하고 공격할 수 있다.	あいてに　せっしょくする　わざなら まもりの　こうかを むしして　こうげき　することが　できる。	相手に　接触する　技なら 守りの　効果を 無視して　攻撃することが　できる。	只要是接觸到對手的招式， 就可以無視對手的防守效果進行攻擊。
0261-curious_medicine-0000|data.Name		Curious Medicine	Kuriose Arznei	Medicina Extraña	怪药	Breuvage Suspect	Stranofarmaco	기묘한약	きみょうなくすり	きみょうなくすり	怪藥
0261-curious_medicine-0001|data.Desc		When the Pokémon enters a battle, it scatters medicine from its shell, which removes all stat changes from allies.	Das Pokémon versprüht bei Kampfantritt Arznei aus seiner Muschel, die alle Statusveränderungen auf der Mitstreiterseite aufhebt.	Al entrar en combate, rezuma una substancia medicinal por la caracola que revierte los cambios en las características de los aliados.	出场时会从贝壳撒药， 将我方的能力变化复原。	Quand il entre au combat, le Pokémon répand une substance qui annule les changements de stats de ses alliés.	Quando il Pokémon entra in campo, sparge un farmaco dalla conchiglia che annulla le modifiche alle statistiche degli alleati.	등장했을 때 조개껍질에서 약을 흩뿌려서 능력 변화를 원래대로 되돌린다.	とうじょう　したときに かいがらから　くすりを　ふりまいて みかたの　のうりょくへんかを　もとにもどす。	登場　したときに 貝がらから　薬を　振りまいて 味方の　能力変化を　元に戻す。	出場時，會從貝殼撒藥， 將我方的能力變化復原。
0262-transistor-0000|data.Name		Transistor	Transistor	Transistor	电晶体	Transistor	Transistor	트랜지스터	トランジスタ	トランジスタ	電晶體
0262-transistor-0001|data.Desc		Powers up Electric-type moves.	Erhöht die Stärke von Elektro-Attacken.	Potencia los movimientos de tipo Eléctrico.	电属性的招式威力会提高。	Augmente la puissance des attaques de type Électrik.	Potenzia le mosse di tipo Elettro.	전기타입 기술의 위력이 올라간다.	でんきタイプの　わざの いりょくが　あがる。	でんきタイプの　技の 威力が　上がる。	電屬性的招式威力會提高。
0263-dragons_maw-0000|data.Name		Dragon's Maw	Drachenkiefer	Mandíbula Dragón	龙颚	Dent de Dragon	Dragomascelle	용의턱	りゅうのあぎと	りゅうのあぎと	龍顎
0263-dragons_maw-0001|data.Desc		Powers up Dragon-type moves.	Erhöht die Stärke von Drachen-Attacken.	Potencia los movimientos de tipo Dragón.	龙属性的招式威力会提高。	Augmente la puissance des attaques de type Dragon.	Potenzia le mosse di tipo Drago.	드래곤타입 기술의 위력이 올라간다.	ドラゴンタイプの　わざの いりょくが　あがる。	ドラゴンタイプの　技の 威力が　上がる。	龍屬性的招式威力會提高。
0264-chilling_neigh-0000|data.Name		Chilling Neigh	Helles Wiehern	Relincho Blanco	苍白嘶鸣	Blanche Ruade	Nitrito Bianco	백의울음	しろのいななき	しろのいななき	蒼白嘶鳴
0264-chilling_neigh-0001|data.Desc		When the Pokémon knocks out a target, it utters a chilling neigh, which boosts its Attack stat.	Besiegt es ein Pokémon, stößt es ein frostiges Wiehern aus und erhöht damit seinen Angriff.	Al derrotar a un objetivo, emite un relincho gélido y aumenta su Ataque.	打倒对手时 会用冰冷的声音嘶鸣 并提高攻击。	Quand le Pokémon met un ennemi K.O., il émet un hennissement glaçant, ce qui augmente son Attaque.	Quando manda KO il nemico, emette un nitrito agghiacciante, aumentando il proprio Attacco.	상대를 쓰러뜨리면 차가운 울음소리를 내면서 공격이 올라간다.	あいてを　たおすと つめたい　こえで　いなないて こうげきが　あがる。	相手を　倒すと 冷たい　声で　いなないて 攻撃が　上がる。	打倒對手時 會用冰冷的聲音嘶鳴 並提高攻擊。
0265-grim_neigh-0000|data.Name		Grim Neigh	Dunkles Wiehern	Relincho Negro	漆黑嘶鸣	Sombre Ruade	Nitrito Nero	흑의울음	くろのいななき	くろのいななき	漆黑嘶鳴
0265-grim_neigh-0001|data.Desc		When the Pokémon knocks out a target, it utters a terrifying neigh, which boosts its Sp. Atk stat.	Besiegt es ein Pokémon, stößt es ein furchteinflößendes Wiehern aus und erhöht damit seinen Spezial-Angriff.	Al derrotar a un objetivo, emite un relincho aterrador y aumenta su Ataque Especial.	打倒对手时 会用恐怖的声音嘶鸣 并提高特攻。	Quand le Pokémon met un ennemi K.O., il émet un hennissement terrifiant qui augmente son Attaque Spéciale.	Quando manda KO il nemico, emette un nitrito terrificante, aumentando il proprio Attacco Speciale.	상대를 쓰러뜨리면 무서운 울음소리를 내면서 특수공격이 올라간다.	あいてを　たおすと おそろしい　こえで　いなないて とくこうが　あがる。	相手を　倒すと 恐ろしい　声で　いなないて 特攻が　上がる。	打倒對手時 會用恐怖的聲音嘶鳴 並提高特攻。
0266-as_one_chill-0000|data.Name		As One	Reitgespann	Unidad Ecuestre	人马一体	Osmose Équine	Sintonia Equina	혼연일체	じんばいったい	じんばいったい	人馬一體
0266-as_one_chill-0001|data.Desc		This Ability combines the effects of both Calyrex's Unnerve Ability and Glastrier's Chilling Neigh Ability.	Das Pokémon verfügt sowohl über Coronospas Fähigkeit Anspannung als auch über Polaross’ Fähigkeit Helles Wiehern.	El Pokémon tiene dos habilidades: Relincho Blanco de Glastrier y Nerviosismo de Calyrex.	兼备蕾冠王的紧张感和 雪暴马的苍白嘶鸣这两种特性。	Les talents Tension de Sylveroy et Blanche Ruade de Blizzeval sont cumulés.	Il Pokémon ha una doppia abilità: Agitazione di Calyrex e Nitrito Bianco di Glastrier.	버드렉스의 긴장감과 블리자포스의 백의울음 두 가지 특성을 겸비한다.	バドレックスの　きんちょうかんと ブリザポスの　しろのいななきの ふたつの　とくせいを　あわせもつ。	バドレックスの　きんちょうかんと ブリザポスの　しろのいななきの 二つの　特性を　あわせ持つ。	兼具蕾冠王的緊張感和 雪暴馬的蒼白嘶鳴這２種特性。
0267-as_one_grim-0000|data.Name		As One	Reitgespann	Unidad Ecuestre	人马一体	Osmose Équine	Sintonia Equina	혼연일체	じんばいったい	じんばいったい	人馬一體
0267-as_one_grim-0001|data.Desc		This Ability combines the effects of both Calyrex's Unnerve Ability and Spectrier's Grim Neigh Ability.	Das Pokémon verfügt sowohl über Coronospas Fähigkeit Anspannung als auch über Phantoross’ Fähigkeit Dunkles Wiehern.	El Pokémon tiene dos habilidades: Relincho Negro de Spectrier y Nerviosismo de Calyrex.	兼备蕾冠王的紧张感和 灵幽马的漆黑嘶鸣这两种特性。	Les talents Tension de Sylveroy et Sombre Ruade de Spectreval sont cumulés.	Il Pokémon ha una doppia abilità: Agitazione di Calyrex e Nitrito Nero di Spectrier.	버드렉스의 긴장감과 레이스포스의 흑의울음 두 가지 특성을 겸비한다.	バドレックスの　きんちょうかんと レイスポスの　くろのいななきの ふたつの　とくせいを　あわせもつ。	バドレックスの　きんちょうかんと レイスポスの　くろのいななきの 二つの　特性を　あわせ持つ。	兼具蕾冠王的緊張感和 靈幽馬的漆黑嘶鳴這２種特性。
0268-lingering_aroma-0000|data.Name		Lingering Aroma	Duftschwade	Olor Persistente		Odeur Tenace	Odore Tenace		とれないにおい	とれないにおい	
0268-lingering_aroma-0001|data.Desc											
0269-seed_sower-0000|data.Name		Seed Sower	Streusaat	Disemillar		Semencier	Spargisemi		こぼれダネ	こぼれダネ	
0269-seed_sower-0001|data.Desc											
0270-thermal_exchange-0000|data.Name		Thermal Exchange	Thermowandel	Termoscambio		Thermodynamique	Termoscambio		ねつこうかん	ねつこうかん	
