Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0016-xcl_family_makuhita_00-0000|data.Name		Thrust Belt	Obi Cogneur	Stoßgürtel	Empujoncinto			Sberlacinta	つっぱりハラマキ			
0016-xcl_family_manaphy_phione_00-0000|data.Name		Tidal Cape	Cape Marées	Gezeitencape	Capa Marea		파도소리케이프	Mareadrappo	しおさいのケープ			
0016-xcl_family_manaphy_phione_01-0000|data.Name		Ripple Cape	Cape Onde	Kräuselcape	Capa Onda		잔물결케이프	Drappocrespo	さざなみのケープ			
0016-xcl_family_manaphy_phione_02-0000|data.Name		Marine Cache	Trésor Marin	Meerschatz	Tesoro Nácar		심해보물	Tesoromarino	しんかいのたから			
0016-xcl_family_manaphy_phione_05-0000|data.Name		Wave Jewel	Joyau Marin	Wellenjuwel	Gema Onda		파도보주	Ondabijou	なみのほうじゅ			
0016-xcl_family_mankey_00-0000|data.Name		Nullify Belt	Annihilobi	Tilggürtel	Cinto Romo			Annullocinta	きかないベルト			
0016-xcl_family_mantine_00-0000|data.Name		Horizon Bow	Ruban Horizon	Horizontband	Lazo Ocaso		호라이즌리본	Fioccolimite	ホライズンリボン			
0016-xcl_family_mantine_01-0000|data.Name		Ocean Bow	Ruban Océan	Ozeanband	Lazo Océano		오션리본	Fioccoceano	オーシャンリボン			
0016-xcl_family_mantine_04-0000|data.Name		Waft Rock	Roc Glisse	Windstein	Roca Brisa		바닷바람돌	Rocciaflusso	しおかぜのいし			
0016-xcl_family_mantine_05-0000|data.Name		Sunset Rock	Roc Crépuscule	Dämmerstein	Roca Ocaso		저녁노을돌	Rocciavespro	ゆうやけのいし			
0016-xcl_family_mareep_00-0000|data.Name		Sacred Scarf	Sacrécharpe	Läuterschal	Pañ. Sagrado			Sacrovelo	せいなるスカーフ			
0016-xcl_family_marill_00-0000|data.Name		Dotted Scarf	Echarpe Apoi	Tüpfelschal	Pañ. Lunares		물방울스카프	Macchiavelo	みずたまスカーフ			
0016-xcl_family_marill_05-0000|data.Name		Surfer Rock	Roc Surfeur	Gischtstein	Roca Ola		파도타기돌	Rocciasurf	なみのりのいし			
0016-xcl_family_mawile_00-0000|data.Name		Deceit Mask	Trompemask	Listmaske	Bombín Timo			Dolomaschera	あざむきずきん			
0016-xcl_family_meditite_00-0000|data.Name		Ponder Sash	Méditétole	Sinniergurt	Meditabanda			Meditofascia	めいそうバンダナ			
0016-xcl_family_meowth_00-0000|data.Name		Noble Scarf	Echarpenoble	Nobelschal	Pañ. Noble		고귀스카프	Nobilvelo	こうきなスカーフ			
0016-xcl_family_meowth_04-0000|data.Name		Coin Charm	Monécharme	Münzenamul.	Amuleto Yen		금화부적	Soldomonile	こばんのおまもり			
0016-xcl_family_meowth_05-0000|data.Name		Insight Rock	Roc Sagace	Einblickfels	Roca Lúcida		통찰돌	Rocciagatta	みきわめのいし			
0016-xcl_family_mew_duo_00-0000|data.Name		Havoc Robe	Robe Ravages	Chaosrobe	Toga Caos		파괴로브	Dannoveste	はかいのローブ			
0016-xcl_family_mew_duo_05-0000|data.Name		Life Ring	Bague Vie	Lebensring	Anillo Vida		생명반지	Vitanello	いのちのゆびわ			
0016-xcl_family_misdreavus_00-0000|data.Name		Magic Hat	Chapomagie	Magiemütze	Gorro Magia			Magicappello	スペルハット			
0016-xcl_family_mr_mime_00-0000|data.Name		Barrier Bow	Rubanbarrière	Barriereband	Lazo Muro		배리어리본	Fioccoblocco	バリヤーリボン			
0016-xcl_family_mr_mime_02-0000|data.Name		Junior Beam	Rayon Junior	Mimi-Strahl	Rayo Junior		흉내내빛	Raggiojunior	マネネのひかり			
0016-xcl_family_mr_mime_03-0000|data.Name		Junior Card	Carte Junior	Mimi-Karte	Juniorpapiro		흉내내카드	Cartajunior	マネネのカード			
0016-xcl_family_mr_mime_04-0000|data.Name		Mimic Pebble	Galet Copie	Mimikkiesel	Mimoguijarro		미믹스톤	Pietramimo	ミミックストーン			
0016-xcl_family_mr_mime_05-0000|data.Name		Bulwark Rock	Roc Rempart	Bollwerkfels	Roca Bastión		벽만들기돌	Rocciamuro	かべつくりのいし			
0016-xcl_family_nidoran_00-0000|data.Name		Impact Torc	Torquimpact	Aufprallreif	Alhaja Golpe			Impattorque	インパクトリング			
0016-xcl_family_nidoran_01-0000|data.Name		Nido-Crest		Nidokranz								
0016-xcl_family_nidoran_02-0000|data.Name		Nido-Claw		Nidoklaue								
0016-xcl_family_nidoran_03-0000|data.Name		Nido-Thorn		Nidodorn								
0016-xcl_family_nidoran_04-0000|data.Name		Nido-Seal		Nidosiegel								
0016-xcl_family_nidoran_05-0000|data.Name		Thorny Scarf	Epinécharpe	Dornschal	Pañ. Espina			Velospinoso	とげつきスカーフ			
0016-xcl_family_nidoran_06-0000|data.Name		King Sash	Etole Royale	King-Gurt	Banda Regia			Fasciareale	キングのバンダナ			
0016-xcl_family_nincada_00-0000|data.Name		Ninja Ruff	Col Ninja	Ninja-Krause	Chal Ninja			Ninjabanda	しのびのマフラー			
0016-xcl_family_nincada_06-0000|data.Name		Awe Mantle	Estimanteau	Scheumantel	Manto Hala			Mantotimore	ふしぎなはごろも			
0016-xcl_family_numel_00-0000|data.Name		Erupt Scarf	Eruptécharpe	Erupt-Schal	Pañ. Lava			Velolava	ふんかスカーフ			
0016-xcl_family_oddish_00-0000|data.Name		Bright Tiara	Tiare Clarté	Helldiadem	Tiara Luz			Tiaralucente	ひかりのティアラ			
0016-xcl_family_oddish_01-0000|data.Name		Aroma Scarf	Arômécharpe	Duftschal	Pañ. Aroma			Veloaroma	アロマスカーフ			
0016-xcl_family_omanyte_00-0000|data.Name		Aged Scarf	Echarpâgée	Uraltschal	Pañ. Viejo			Velantico	げんしのスカーフ			
0016-xcl_family_onix_00-0000|data.Name		Quartz Torc	Torquequartz	Quarzreif	Alh. Cuarzo			Torquequarzo	クォーツリング			
0016-xcl_family_pachirisu_00-0000|data.Name		Miracle Bow	Rubanmiracle	Wunderband	Lazo Milagro		미라클리본	Fioccomagico	ミラクルリボン			
0016-xcl_family_pachirisu_04-0000|data.Name		Rouse Charm	Charme Eveil	Weckamulett	Amuleto Alba		각성부적	Dinamonile	めざめのおまもり			
0016-xcl_family_palkia_00-0000|data.Name		Space Blade										
0016-xcl_family_palkia_04-0000|data.Name		Space Jewel										
0016-xcl_family_paras_00-0000|data.Name		Firm Hat	Chapeauferme	Steifmütze	Gorro Firme			Cappelsaldo	しゃっきりハット			
0016-xcl_family_phanpy_00-0000|data.Name		Armor Scarf	Armurécharpe	Panzerschal	Pañ. Coraza			Corazzavelo	よろいのスカーフ			
0016-xcl_family_pikachu_00-0000|data.Name		Zapper Scarf	Echarpéclair	Blitzschal	Pañ. Trueno		낙뢰스카프	Elettrovelo	らくらいスカーフ			
0016-xcl_family_pikachu_01-0000|data.Name		Volt Torc	Torque Volt	Voltreif	Alhaja Elec.		볼트링	Voltorque	ボルテックリング			
0016-xcl_family_pikachu_04-0000|data.Name		Express Tag	Marquexpress	Expressmarke	Nota Express		선제공격호신부	Taccarapida	せんせいのおふだ			
0016-xcl_family_pikachu_05-0000|data.Name		Volt Charm	Charme Volt	Voltamulett	Amul. Elec.		전기부적	Monilevolt	でんきのおまもり			
0016-xcl_family_pineco_00-0000|data.Name		Dense Poncho	Poncho Dense	Dichtponcho	Poncho Recio			Ponchotenace	かたいポンチョ			
0016-xcl_family_piplup_00-0000|data.Name		Marine Crown	Hydrocouronne	Meereskrone	Corona Marea		바다왕관	Coronamare	うみのクラウン			
0016-xcl_family_piplup_04-0000|data.Name		Sea Ore	Mineraimarin	Meereserz	Pepita Mar		바다보석	Metallomare	うみのほうせき			
0016-xcl_family_plusle_minun_00-0000|data.Name		Pulse Bow	Ruban Pouls	Pulsband	Lazo Plusle		펄스리본	Fioccovitale	パルスリボン			
0016-xcl_family_plusle_minun_01-0000|data.Name		Spark Tie	Lien Etincel	Funkenbinde	Fular Chispa		스파크미산가	Bendafavilla	スパークミサンガ			
0016-xcl_family_plusle_minun_06-0000|data.Name		Volt Heart	Cœur Volt	Voltherz	Corazón Rayo		전기하트	Cuordivolt	でんきのハート			
0016-xcl_family_poliwag_00-0000|data.Name		Rain Crown	Pluicouronne	Regenkrone	Florón Gotas			Pluviocorona	あめのかんむり			
0016-xcl_family_poliwag_01-0000|data.Name		Bold Belt	Obi Audace	Kühngürtel	Cinto Valor			Cintaudace	こんじょうベルト			
0016-xcl_family_ponyta_00-0000|data.Name		Sunlight Bow	Ruban Rayon	Glimmerband	Lazo Solar			Raggiofiocco	サンライトリボン			
0016-xcl_family_porygon_00-0000|data.Name		Best Scarf	Elitécharpe	Ultraschal	Pañ. Óptimo			Migliorvelo	さいてきスカーフ			
0016-xcl_family_porygon_01-0000|data.Name		Virtual Bow	Cyber Ruban	Virtuellband	Lazo Virtual			Virtuafiocco	バーチャルリボン			
0016-xcl_family_porygon_04-0000|data.Name		AI Brooch	Broche I.A.	KI-Spange	Broche Chip			Spilla IA	でんのうブローチ			
0016-xcl_family_psyduck_00-0000|data.Name		Paddle Scarf	Echarpe Rame	Paddelschal	Pañ. Aleta			Velopalmato	みずかきスカーフ			
0016-xcl_family_ralts_00-0000|data.Name		Gallant Torc	Galantorque	Galagla-Reif	Alh. Galante			Galantorque	ゆうしゃのリング			
0016-xcl_family_ralts_01-0000|data.Name		Caring Scarf	Loyalécharpe	Fürsorgschal	Pañ. Caridad			Premurovelo	じあいのスカーフ			
0016-xcl_family_rattata_00-0000|data.Name		Overcome Bow	Ruban Preux	Bezwingband	Lazo Firmeza			Varcofiocco	つよすぎリボン			
0016-xcl_family_rayquaza_00-0000|data.Name		SkyHigh Veil	Stratovoile	Himmelsschl.	Velo Celeste		천공베일	Pannocielo	てんくうのベール			
0016-xcl_family_rayquaza_02-0000|data.Name		SkyHigh Tag										
0016-xcl_family_rayquaza_03-0000|data.Name		SkyHigh Coin										
0016-xcl_family_rayquaza_04-0000|data.Name		SkyHigh Crest										
0016-xcl_family_regi_trio_00-0000|data.Name		Ancient Ring	Baguancienne	Antikring	Anillo Viejo		옛날반지	Anelloantico	いにしえのゆびわ			
0016-xcl_family_regi_trio_04-0000|data.Name		Rock Sash	Etole Roche	Felsgurt	Banda Roca		락밴드	Fasciaroccia	ロックバンダナ			
0016-xcl_family_regi_trio_08-0000|data.Name		Ice Sash	Etole Glace	Eisgurt	Banda Hielo		아이스밴드	Fasciagelo	アイスバンダナ			
0016-xcl_family_regi_trio_12-0000|data.Name		Steel Sash	Etole Acier	Stahlgurt	Banda Acero		스틸밴드	Fasciacciaio	スチルバンダナ			
0016-xcl_family_regi_trio_16-0000|data.Name		Royal Mantle										
0016-xcl_family_rhyhorn_01-0000|data.Name		Pierce Drill	Foret Pointu	Drillbohrer	Tal. Envite			Perforopunta	とつげきドリル			
0016-xcl_family_riolu_00-0000|data.Name		Ravage Ring	Baguedésastre	Verwüstring	Anillo Rabia		파사반지	Devastanello	はじゃのゆびわ			
0016-xcl_family_riolu_04-0000|data.Name		Valiant Rock	Roc Vaillant	Mummstein	Roca Coraje		용기돌	Rocciavalore	ゆうきのいし			
0016-xcl_family_riolu_05-0000|data.Name		Pledge Rock	Roc Serment	Schwurstein	Roca Promesa		맹세돌	Roccia Onore	ちかいのいし			
0016-xcl_family_roselia_00-0000|data.Name		Bouquet Cape	Cape Bouquet	Bouquet-Cape	Sayo Ramo			Drappofiore	はなたばのマント			
0016-xcl_family_roselia_01-0000|data.Name		Thorned Torc	Torque Epine	Dornenreif	Alh. Espina			Torquespina	いばらのリング			
0016-xcl_family_rotom_00-0000|data.Name		Plasma Veil	Voile Plasma	Plasmaschl.	Velo Plasma		플라스마베일	Plasmapanno	プラズマベール			
0016-xcl_family_sandshrew_00-0000|data.Name		Sandy Torc	Torque Sable	Sandam-Reif	Alhaja Arena			Sabbiatorque	すなまもリング			
0016-xcl_family_scyther_00-0000|data.Name		Red Armlet	Bracelet Rouge	Rotarmreif	Brazal Grana		빨강팔찌	Brac. Rosso	くれないのうでわ			
0016-xcl_family_scyther_04-0000|data.Name		Ambush Rock	Roc Affût	Prognosestein	Roca Adivina		그림자읽기돌	Rocciagguato	かげよみのいし			
0016-xcl_family_scyther_05-0000|data.Name		Steel Charm	Charme Acier	Stahlamulett	Amul. Acero		강철부적	Monilacciaio	はがねのおまもり			
0016-xcl_family_seel_00-0000|data.Name		North Torc	Torque Nord	Nordreif	Alhaja Norte			Nordtorque	ノーザンリング			
0016-xcl_family_sentret_00-0000|data.Name		Body Collar	Colliercorps	Körperschal	Collar Corpo			Corpocollare	ぜんしんえりまき			
0016-xcl_family_shaymin_00-0000|data.Name		Purify Veil	Purifivoile	Reinschleier	Velo Pureza			Panno Puro	じょうかのベール			
0016-xcl_family_shellder_00-0000|data.Name		Cover Armor	Cotte Nacrée	Panzerhülle	Armad. Nácar			Scudodifesa	かいがらアーマー			
0016-xcl_family_shieldon_00-0000|data.Name		Block Brooch	Blocabroche	Blockspange	Broche Recio			Bloccospilla	とおさずブローチ			
0016-xcl_family_shinx_00-0000|data.Name		Glare Sash	Etole Furie	Blendegurt	Banda Brillo		라이트밴드	Fasciabaleno	ライトバンダナ			
0016-xcl_family_shinx_01-0000|data.Name		Spark Scarf	Echarpelueur	Funkenschal	Pañ. Chispa		감전스카프	Velofavilla	かんでんスカーフ			
0016-xcl_family_shinx_04-0000|data.Name		Flash Tag	Marque Flash	Blitzmarke	Nota Flash		섬광호신부	Taccaflash	せんこうのおふだ			
0016-xcl_family_shinx_05-0000|data.Name		Spark Tag	Marque Lueur	Funkenmarke	Nota Chispa		전광호신부	Taccafavilla	でんこうのおふだ			
0016-xcl_family_shroomish_00-0000|data.Name		Thwart Bow	Ruban Contre	Vereitelband	Lazo Nulo			Controfiocco	むこうのリボン			
0016-xcl_family_shuppet_00-0000|data.Name		Ominous Torc	Torquenéfast	Ominösreif	Alhaja Gafe			Tetrotorque	ふうんなリング			
0016-xcl_family_skitty_00-0000|data.Name		Guard Collar	Colliergarde	Schutzschal	Collar Vigía		지키미목도리	Collartutela	まもりのえりまき			
0016-xcl_family_skitty_04-0000|data.Name		Smile Pebble	Galetsourire	Lächelkiesel	Risaguijarro		스마일스톤	Pietrariso	スマイルストーン			
0016-xcl_family_skorupi_00-0000|data.Name		Dust Scarf	Poudrécharpe	Staubschal	Pañ. Polvo			Polvervelo	さじんのスカーフ			
0016-xcl_family_slakoth_00-0000|data.Name		Lazy Ruff	Col Flemme	Faulkrause	Chal Pereza			Bandapigra	ものぐさマフラー			
0016-xcl_family_slowpoke_00-0000|data.Name		King Cap	Chapo Royal	Lascho-Hut	Gorro Regio			Kingcappello	おうじゃのぼうし			
0016-xcl_family_slugma_00-0000|data.Name		Lava Bow	Ruban Lave	Lavaband	Lazo Lava			Fioccolava	ようがんリボン			
0016-xcl_family_smeargle_00-0000|data.Name		Paint Scarf	Peintécharpe	Farbschal	Pañ. Pintura			Pennelvelo	パレットスカーフ			
0016-xcl_family_sneasel_00-0000|data.Name		Ruin Armlet	Bracelet Ruine	Ruinarmreif	Brazal Ruina		파멸팔찌	Brac. Rovina	はめつのうでわ			
0016-xcl_family_sneasel_04-0000|data.Name		Dusk Jewel	Joyau Nuit	Finsterjuwel	Gema Ocaso		어둠보주	Bijounotte	やみのほうじゅ			
0016-xcl_family_sneasel_05-0000|data.Name		Vile Tag	Marque Vile	Schadmarke	Nota Horror		악마호신부	Taccavile	あくまのおふだ			
0016-xcl_family_snorlax_00-0000|data.Name		Glee Scarf	Jubilécharpe	Freudenschal	Pañuelo Gozo		지복스카프	Velogioia	しふくのスカーフ			
0016-xcl_family_snorlax_04-0000|data.Name		Tummy Charm	Bidocharme	Bauchamulett	Amuleto Ñam		배부적	Monilepancia	おなかのおまもり			
0016-xcl_family_snorlax_05-0000|data.Name		Valor Charm	Charmevaleur	Mummamulett	Amuleto León		이판사판부적	Monilardito	すてみのおまもり			
0016-xcl_family_snover_00-0000|data.Name		Frozen Cape	Cape Gelée	Gefriercape	Sayo Helado			Polardrappo	フローズンマント			
0016-xcl_family_snubbull_00-0000|data.Name		Stern Sash	Etole Sévère	Strenggurt	Banda Seria			Fasciasevera	いかついバンダナ			
0016-xcl_family_spearow_00-0000|data.Name		Wing Scarf	Echarpe Aile	Flügelschal	Pañ. Aleteo			Piumavelo	はばたきスカーフ			
0016-xcl_family_spinda_00-0000|data.Name		Hula Bow	Rubantitub	Hulaband	Lazo Vaivén			Hulafiocco	フラフラリボン			
0016-xcl_family_spiritomb_00-0000|data.Name		Shadow Veil	Voile Ombre	Dunkelschl.	Velo Sombra		섀도베일	Ombrapanno	シャドーベール			
0016-xcl_family_spoink_00-0000|data.Name		Scheme Scarf	Echarpe Ruse	Schemenschal	Pañ. Ardid			Tramavelo	あやつりスカーフ			
0016-xcl_family_squirtle_00-0000|data.Name		Hydro Band	Hydrobande	Hydroband	Hidrocinta		하이드로머리띠	Idronastro	ハイドロハチマキ			
0016-xcl_family_squirtle_01-0000|data.Name		Bubble Bangle	Jonc Bulle	Blubbarmreif	Aro Burbuja		버블뱅글	Lacciobolla	バブルバングル			
0016-xcl_family_squirtle_04-0000|data.Name		Water Guard	Hydrogarde	Wasserschild	Acuadefensa		물지키미돌	Idrodifesa	みずまもりのいし			
0016-xcl_family_stantler_00-0000|data.Name		Delusion Bow	Ruban Leurre	Täuschband	Lazo Irreal			Fioccoamaro	さっかくリボン			
0016-xcl_family_starly_00-0000|data.Name		Guts Sash	Etole Cran	Mummgurt	Banda Valor			Fierofascia	ガッツバンダナ			
0016-xcl_family_starly_01-0000|data.Name		Regret Torc	Torqueregret	Bedauerreif	Alhaja Pena			Pentotorque	つうこんのリング			
0016-xcl_family_sudowoodo_00-0000|data.Name		Fake Torc	Similitorque	Pseudoreif	Alhaja Farsa		페이크링	Fintorque	フェイクリング			
0016-xcl_family_sudowoodo_04-0000|data.Name		Arid Tag	Marque Aride	Dürremarke	Nota Árida		건조호신부	Taccarida	かんそうのおふだ			
0016-xcl_family_sudowoodo_05-0000|data.Name		Drain Rock	Roc Sangsue	Senkstein	Roca Seca		물빠짐돌	Drenoroccia	みずはけのいし			
0016-xcl_family_sunkern_00-0000|data.Name		Sun Scarf	Hélioécharpe	Sonn-Schal	Pañuelo Sol			Velosole	おひさまスカーフ			
0016-xcl_family_swablu_00-0000|data.Name		Cloud Ruff	Col Nuage	Wolkenkrause	Chal Nube			Nuvolobanda	わたぐもマフラー			
0016-xcl_family_swinub_00-0000|data.Name		Glacier Cape	Cape Glacier	Firneiscape	Sayo Glacial			Drappogelo	ひょうがのマント			
0016-xcl_family_swinub_01-0000|data.Name		Frost Torc	Torque Givre	Frostreif	Alhaja Helor			Gelotorque	いてつくリング			
0016-xcl_family_taillow_00-0000|data.Name		Midair Scarf	Echarpenlair	Fliegerschal	Pañ. Swellow			Ariavelo	おおぞらスカーフ			
0016-xcl_family_tangela_00-0000|data.Name		Clinging Bow	Ruban Podcol	Halteband	Lazo Agarre			Ghermifiocco	しがみつきリボン			
0016-xcl_family_tauros_miltank_00-0000|data.Name		Rushing Bow	Ruban Ruée	Sprinterband	Lazo Carga			Fioccocarica	もうしんリボン			
0016-xcl_family_tauros_miltank_01-0000|data.Name		Milky Scarf	Lactécharpe	Milchschal	Pañ. Lácteo			Lattevelo	ミルキースカーフ			
0016-xcl_family_tauros_miltank_06-0000|data.Name		Field Crest										
0016-xcl_family_teddiursa_00-0000|data.Name		Hiber Scarf	Hiberécharpe	Schlafschal	Pañ. Letargo		동면스카프	Letargovelo	とうみんスカーフ			
0016-xcl_family_teddiursa_04-0000|data.Name		Honey Rock	Roc Miel	Honigstein	Roca Miel		꿀모으기돌	Rocciamiele	みつあつめのいし			
0016-xcl_family_teddiursa_05-0000|data.Name		Calming Rock	Calmiroc	Sanftstein	Roca Calma		평온돌	Rocciaquiete	やすらぎのいし			
0016-xcl_family_togepi_00-0000|data.Name		Glitter Robe	Robeluisante	Glitzerrobe	Toga Brillo		빛나는로브	Riluciveste	かがやきのローブ			
0016-xcl_family_togepi_01-0000|data.Name		Luck Brooch	Brocheveine	Glücksspange	Broche Azar		럭키브로치	Spillasorte	ラックのブローチ			
0016-xcl_family_togepi_04-0000|data.Name		Pure Heart	Cœur Pur	Reines Herz	Corazón Puro		천진난만하트	Cuorepuro	むじゃきなハート			
0016-xcl_family_togepi_05-0000|data.Name		Happy Rock	Roc Jovial	Heiterstein	Roca Alegría		행복돌	Rocciagioia	しあわせのいし			
0016-xcl_family_torchic_01-0000|data.Name		Gutsy Band	Bande Hardie	Mummband	Cintagallas		열혈머리띠	Nastrofegato	ねっけつハチマキ			
0016-xcl_family_torchic_04-0000|data.Name		Hot Pebble	Galet Chaud	Heißkiesel	Solguijarro		핫스톤	Pietracalda	ホットストーン			
