Key		EN	DE	PT	IT	ZH-HANS	FR	ES	KO	JA	JA-JP	ZH-HANT
0693-brutal_swing-0000|data.Name		Brutal Swing	Wirbler		Vorticolpo	狂舞挥打	Centrifugifle	Giro Vil	세차게휘두르기	ぶんまわす	ぶんまわす	狂舞揮打
0693-brutal_swing-0001|data.Desc		The user swings its body around violently to inflict damage on everything in its vicinity.	Der Anwender dreht schwungvoll seinen Körper und fügt den Pokémon in seiner Nähe dabei Schaden zu.		Chi la usa infligge danni intorno a sé facendo ruotare una parte del suo corpo.	用自己的身体狂舞挥打，给予对手伤害。	Le lanceur pivote pour prendre de l'élan et infliger des dégâts.	Hace pivotar su cuerpo para causar daño a su alrededor.	자신의 몸을 세차게 휘둘러서 상대에게 데미지를 준다.	じぶんの　からだを ぶんまわして　あいてに ダメージを　あたえる。	自分の　体を ぶんまわして　相手に ダメージを　与える。	用自己的身體狂舞揮打， 給予對手傷害。
0694-aurora_veil-0000|data.Name		Aurora Veil	Auroraschleier		Velaurora	极光幕	Voile Aurore	Velo Aurora	오로라베일	オーロラベール	オーロラベール	極光幕
0694-aurora_veil-0001|data.Desc		This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.	Diese Attacke schwächt fünf Runden lang den durch physische sowie durch Spezial-Attacken erhaltenen Schaden. Kann nur bei Hagel eingesetzt werden.		Riduce i danni subiti dalle mosse fisiche e dalle mosse speciali per cinque turni. Si può usare solo quando grandina.	在5回合内减弱物理和特殊的伤害。只有冰雹时才能使出。	Réduit les dégâts causés par les capacités physiques et spéciales durant cinq tours. Ne peut être utilisé que lorsqu'il grêle.	Reduce el daño de los ataques físicos y especiales que ejecuta el rival durante cinco turnos. Solo puede usarse cuando está granizando.	5턴 동안 물리와 특수 기술의 데미지를 약하게 한다. 싸라기눈일 때만 쓸 수 있다.	５ターンの　あいだ　ぶつりと とくしゅの　ダメージを　よわめる。 あられの　ときしか　だすことが　できない。	５ターンの　間　物理と 特殊の　ダメージを　弱める。 あられの　時しか　出すことが　できない。	在５回合內減弱 物理和特殊的傷害。 在下冰雹時才有效果。
0695-sinister_arrow_raid-0000|data.Name		Sinister Arrow Raid	Schatten-Pfeilregen		Dardoassalto Spettrale	遮天蔽日暗影箭	Fureur des Plumes Spectrales	Aluvión de Flechas Sombrías	섀도애로우즈스트라이크	シャドーアローズストライク	シャドーアローズストライク	遮天蔽日暗影箭
0695-sinister_arrow_raid-0001|data.Desc		The user, Decidueye, creates countless arrows using its Z-Power and shoots the target with full force.	Silvarro stellt mit Z-Kraft unzählige Pfeile her und lässt diese auf das Ziel niederprasseln.		Grazie al Potere Z, Decidueye crea una formazione di frecce che colpisce il bersaglio a gran velocità.	通过Ｚ力量制造出无数箭的狙射树枭将全力射穿对手进行攻击。	Archéduc utilise la Force Z pour créer un nuage de flèches qui transpercent la cible.	Decidueye usa el Poder Z para proyectar multitud de flechas potentísimas que atraviesan a su oponente.	Z파워로 무수한 화살을 만들어낸 모크나이퍼가 전력으로 상대를 꿰뚫는 공격이다.	Ｚパワーで　むすうの　やを　つくりだした ジュナイパーが　ぜんりょくで あいてを　いぬく　こうげき。	Ｚパワーで　無数の　矢を　作りだした ジュナイパーが　全力で 相手を　射抜く　攻撃。	透過Ｚ力量製造出 無數箭的狙射樹梟 全力射穿對手進行攻擊。
0696-malicious_moonsault-0000|data.Name		Malicious Moonsault	Hyper Dark Crusher		Iperschianto delle Tenebre	极恶飞跃粉碎击	Dark Body Press	Hiperplancha Oscura	하이퍼다크크러셔	ハイパーダーククラッシャー	ハイパーダーククラッシャー	極惡飛躍粉碎擊
0696-malicious_moonsault-0001|data.Desc		The user, Incineroar, strengthens its body using its Z-Power and crashes into the target with full force.	Mit seinem durch Z-Kraft gestählten Körper stürzt sich Fuegro mit ganzer Kraft auf das Ziel.		Grazie al Potere Z, Incineroar richiama tutta la sua forza e si lancia impetuosamente sul bersaglio.	通过Ｚ力量得到强壮肉体的炽焰咆哮虎将全力撞向对手进行攻击。	Félinferno utilise la Force Z pour gonfler ses muscles et écraser la cible de toutes ses forces.	Incineroar refuerza sus músculos con el Poder Z para golpear con todas sus fuerzas a su oponente.	Z파워로 강한 육체를 얻은 어흥염이 전력으로 상대에게 부딪쳐 공격한다.	Ｚパワーで　タフな　にくたいを　えた ガオガエンが　ぜんりょくで あいてに　ぶつかって　こうげきする。	Ｚパワーで　タフな　肉体を　得た ガオガエンが　全力で 相手に　ぶつかって　攻撃する。	透過Ｚ力量得到 強壯肉體的熾焰咆哮虎 全力撞向對手進行攻擊。
0697-oceanic_operetta-0000|data.Name		Oceanic Operetta	Grandiose Meeressymphonie		Sinfonia del Mare	海神庄严交响乐	Symphonie des Ondines	Sinfonía de la Diva Marina	바다의심포니	わだつみのシンフォニア	わだつみのシンフォニア	海神莊嚴交響樂
0697-oceanic_operetta-0001|data.Desc		The user, Primarina, summons a massive amount of water using its Z-Power and attacks the target with full force.	Primarene ruft mit Z-Kraft große Mengen an Wasser herbei und greift damit das Ziel an.		Grazie al Potere Z, Primarina concentra un'enorme quantità d'acqua e attacca il bersaglio con una potenza smisurata.	通过Ｚ力量召唤大量水的西狮海壬将全力攻击对手。	Oratoria utilise la Force Z pour rassembler une grande quantité d'eau et la projeter sur la cible à pleine puissance.	Primarina invoca ingentes cantidades de agua con el Poder Z para atacar con gran potencia a su rival.	Z파워로 대량의 물을 부른 누리레느가 전력으로 상대를 공격한다.	Ｚパワーで　たいりょうの　みずを　よんだ アシレーヌが　ぜんりょくで あいてを　こうげきする。	Ｚパワーで　大量の　水を　呼んだ アシレーヌが　全力で 相手を　攻撃する。	透過Ｚ力量呼喚 大量水的西獅海壬 全力攻擊對手。
0698-guardian_of_alola-0000|data.Name		Guardian of Alola	Alolas Wächter		Collera del Guardiano	巨人卫士・阿罗拉	Colère du Gardien d'Alola	Cólera del Guardián	알로라의수호자	ガーディアン・デ・アローラ	ガーディアン・デ・アローラ	巨人衛士・阿羅拉
0698-guardian_of_alola-0001|data.Desc		The user, the Land Spirit Pokémon, obtains Alola's energy using its Z-Power and attacks the target with full force. This reduces the target's HP greatly.	Ein gewaltiger Angriff des Schutzpatrons, der durch Z-Kraft die Kraft Alolas erlangt hat. Reduziert die verbleibenden KP des Zieles stark.		Grazie al Potere Z, il Nume Locale evoca l'energia di Alola e attacca con grande potenza, facendo perdere al bersaglio la maggior parte dei suoi PS.	通过Ｚ力量得到阿罗拉之力的土地神宝可梦将全力进行攻击。对手的剩余HP会减少很多。	Le Pokémon Tutélaire utilise la Force Z et déchaîne toute la puissance d'Alola sur sa cible. Inflige des dégâts en fonction des PV restants de celle-ci.	Los Pokémon Dios Nativo canalizan la energía de Alola gracias al Poder Z y atacan con gran fuerza a sus rivales reduciendo un gran porcentaje de sus PS.	Z파워로 알로라의 힘을 얻은 토속신포켓몬 전력의 공격. 상대의 남은 HP를 많이 줄인다.	Ｚパワーで　アローラの　ちからを　えた とちがみポケモン　ぜんりょくの　こうげき。 あいての　のこりＨＰを　たくさん　へらす。	Ｚパワーで　アローラの　力を　得た とちがみポケモン　全力の　攻撃。 相手の　残りＨＰを　たくさん　減らす。	透過Ｚ力量得到阿羅拉之力的 土地神寶可夢的全力攻擊。 會大量減少對手的現有ＨＰ。
0699-soul_stealing_7_star_strike-0000|data.Name		Soul-Stealing 7-Star Strike	Sternbild des Seelenraubes		Colpo Eptastellare Rubanima	七星夺魂腿	Fauche-Âme des Sept Étoiles	Constelación Robaalmas	칠성탈혼퇴	しちせいだっこんたい	しちせいだっこんたい	七星奪魂腿
0699-soul_stealing_7_star_strike-0001|data.Desc		After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.	Marshadow schlägt mit durch Z-Kraft gestärkten Schlägen und Tritten in einer Serien-Attacke auf das Ziel ein.		Grazie al Potere Z, Marshadow fa appello a tutte le sue forze e colpisce il bersaglio con una scarica di calci e pugni potentissimi.	得到Ｚ力量的玛夏多将全力使出拳头和脚踢的连续招式叩打对手。	Marshadow concentre toute la Force Z dans ses poings et ses pieds pour infliger un déluge de coups à la cible.	Cuando Marshadow obtiene el Poder Z, lanza una potente y continua oleada de puñetazos y patadas con la que castiga a su rival.	Z파워를 얻은 마샤도가 펀치와 킥의 연속기술을 전력으로 상대에게 퍼붓는다.	Ｚパワーを　えた　マーシャドーが パンチと　キックの　れんぞくわざを ぜんりょくで　あいてに　たたきこむ。	Ｚパワーを　得た　マーシャドーが パンチと　キックの　連続技を 全力で　相手に　叩き込む。	得到Ｚ力量的瑪夏多 全力使出拳頭和腳踢的 連續招式叩打對手。
0700-stoked_sparksurfer-0000|data.Name		Stoked Sparksurfer	Blitz-Wellenritt		Elettrosurf Folgorante	驾雷驭电戏冲浪	Électro-Surf Survolté	Surfeo Galvánico	라이트닝서프라이드	ライトニングサーフライド	ライトニングサーフライド	駕雷馭電戲衝浪
0700-stoked_sparksurfer-0001|data.Desc		After obtaining Z-Power, the user, Alolan Raichu, attacks the target with full force. This move leaves the target with paralysis.	Das Alola-Raichu greift das Ziel mithilfe von Z-Kraft mit voller Wucht an und paralysiert es.		Grazie al Potere Z, il Raichu di Alola attacca con tutta la sua potenza e paralizza il bersaglio.	得到Ｚ力量的阿罗拉地区的雷丘将全力进行攻击。从而让对手陷入麻痹状态。	Le Raichu de la région d'Alola utilise la Force Z pour frapper la cible et la paralyser.	Cuando un Raichu de Alola obtiene el Poder Z, lanza un potente ataque contra su enemigo y lo deja paralizado.	Z파워를 얻은 알로라지방의 라이츄가 전력으로 공격한다. 상대를 마비 상태로 만든다.	Ｚパワーを　えた　アローラちほうの ライチュウが　ぜんりょくで　こうげきする。 あいてを　まひ　じょうたいに　する。	Ｚパワーを　得た　アローラ地方の ライチュウが　全力で　攻撃する。 相手を　まひ　状態に　する。	得到Ｚ力量的阿羅拉地區的 雷丘全力進行攻擊。 讓對手陷入麻痺狀態。
0701-pulverizing_pancake-0000|data.Name		Pulverizing Pancake	Schluss mit lustig		Adesso Faccio sul Serio	认真起来大爆击	Gare au Ronflex	Arrojo Intempestivo	진심의공격	ほんきをだす　こうげき	ほんきをだす　こうげき	認真起來大爆擊
0701-pulverizing_pancake-0001|data.Desc		Z-Power brings out the true capabilities of the user, Snorlax. The Pokémon moves its enormous body energetically and attacks the target with full force.	Relaxo wird von Z-Kraft erfüllt und macht Ernst. Es bringt seinen riesigen Körper in Schwung und stürzt sich mit ganzer Kraft auf das Ziel.		Grazie al Potere Z, Snorlax tira fuori la grinta e, muovendo energicamente il suo enorme corpo, attacca il bersaglio con tutta la sua forza.	通过Ｚ力量使得认真起来的卡比兽跃动巨大身躯，全力向对手发动袭击。	Ronflex utilise la Force Z pour montrer ce qu'il a dans le ventre et écraser la cible de tout son poids.	Gracias al Poder Z, Snorlax puede mover su enorme cuerpo con gran agilidad y determinación, cargando sobre el oponente con todas sus fuerzas.	Z파워로 진심을 낸 잠만보가 거대한 몸을 움직여서 전력으로 상대를 공격한다.	Ｚパワーで　ほんきを　だした　カビゴンが きょたいを　やくどうさせて ぜんりょくで　あいてに　おそいかかる。	Ｚパワーで　本気を　出した　カビゴンが 巨体を　躍動させて 全力で　相手に　襲いかかる。	透過Ｚ力量使認真起來的 卡比獸躍動其巨大身軀， 全力向對手發動襲擊。
